PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1924,4,3/1/2022,7,2,3/21/2022,293092,1,NULL,NULL,6,3/2/2022 7:00,7734,77,3087,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3087,6,84,3/2/2022,1,6,3/2/2022 7:00
1924,4,3/1/2022,7,2,3/21/2022,293092,1,NULL,NULL,6,3/2/2022 7:00,7735,78,3411,"""The Gu"" red shirt XML tag t-shirt (White) XS",3411,6,84,3/2/2022,1,6,3/2/2022 7:00
1924,4,3/1/2022,7,2,3/21/2022,293092,1,NULL,NULL,6,3/2/2022 7:00,7736,80,1664,"""The Gu"" red shirt XML tag t-shirt (White) M",1664,6,84,3/2/2022,1,6,3/2/2022 7:00
1924,4,3/1/2022,7,2,3/21/2022,293092,1,NULL,NULL,6,3/2/2022 7:00,7737,86,3410,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3410,6,96,3/2/2022,1,6,3/2/2022 7:00
1924,4,3/1/2022,7,2,3/21/2022,293092,1,NULL,NULL,6,3/2/2022 7:00,7738,95,1664,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1664,6,90,3/2/2022,1,6,3/2/2022 7:00
1924,4,3/1/2022,7,2,3/21/2022,293092,1,NULL,NULL,6,3/2/2022 7:00,7739,98,3399,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3399,6,96,3/2/2022,1,6,3/2/2022 7:00
1925,7,3/1/2022,2,2,3/21/2022,BC0280982,1,NULL,NULL,6,3/2/2022 7:00,7740,184,1529,Shipping carton (Brown) 305x305x305mm,1529,7,47.5,3/2/2022,1,6,3/2/2022 7:00
1925,7,3/1/2022,2,2,3/21/2022,BC0280982,1,NULL,NULL,6,3/2/2022 7:00,7741,193,2583,Black and orange glass with care despatch tape 48mmx75m,2583,7,38.4,3/2/2022,1,6,3/2/2022 7:00
1925,7,3/1/2022,2,2,3/21/2022,BC0280982,1,NULL,NULL,6,3/2/2022 7:00,7742,204,2880,Tape dispenser (Red),2880,7,170,3/2/2022,1,6,3/2/2022 7:00
1926,4,3/2/2022,7,2,3/22/2022,293092,1,NULL,NULL,3,3/3/2022 7:00,7743,77,3085,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3085,6,84,3/3/2022,1,3,3/3/2022 7:00
1926,4,3/2/2022,7,2,3/22/2022,293092,1,NULL,NULL,3,3/3/2022 7:00,7744,78,3409,"""The Gu"" red shirt XML tag t-shirt (White) XS",3409,6,84,3/3/2022,1,3,3/3/2022 7:00
1926,4,3/2/2022,7,2,3/22/2022,293092,1,NULL,NULL,3,3/3/2022 7:00,7745,80,1671,"""The Gu"" red shirt XML tag t-shirt (White) M",1671,6,84,3/3/2022,1,3,3/3/2022 7:00
1926,4,3/2/2022,7,2,3/22/2022,293092,1,NULL,NULL,3,3/3/2022 7:00,7746,86,3431,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3431,6,96,3/3/2022,1,3,3/3/2022 7:00
1926,4,3/2/2022,7,2,3/22/2022,293092,1,NULL,NULL,3,3/3/2022 7:00,7747,95,1667,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1667,6,90,3/3/2022,1,3,3/3/2022 7:00
1926,4,3/2/2022,7,2,3/22/2022,293092,1,NULL,NULL,3,3/3/2022 7:00,7748,98,3409,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3409,6,96,3/3/2022,1,3,3/3/2022 7:00
1927,7,3/2/2022,2,2,3/22/2022,BC0280982,1,NULL,NULL,3,3/3/2022 7:00,7749,184,1526,Shipping carton (Brown) 305x305x305mm,1526,7,47.5,3/3/2022,1,3,3/3/2022 7:00
1927,7,3/2/2022,2,2,3/22/2022,BC0280982,1,NULL,NULL,3,3/3/2022 7:00,7750,193,2590,Black and orange glass with care despatch tape 48mmx75m,2590,7,38.4,3/3/2022,1,3,3/3/2022 7:00
1927,7,3/2/2022,2,2,3/22/2022,BC0280982,1,NULL,NULL,3,3/3/2022 7:00,7751,204,2878,Tape dispenser (Red),2878,7,170,3/3/2022,1,3,3/3/2022 7:00
1928,4,3/3/2022,7,2,3/23/2022,293092,1,NULL,NULL,20,3/4/2022 7:00,7752,77,3083,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3083,6,84,3/4/2022,1,20,3/4/2022 7:00
1928,4,3/3/2022,7,2,3/23/2022,293092,1,NULL,NULL,20,3/4/2022 7:00,7753,78,3407,"""The Gu"" red shirt XML tag t-shirt (White) XS",3407,6,84,3/4/2022,1,20,3/4/2022 7:00
1928,4,3/3/2022,7,2,3/23/2022,293092,1,NULL,NULL,20,3/4/2022 7:00,7754,80,1682,"""The Gu"" red shirt XML tag t-shirt (White) M",1682,6,84,3/4/2022,1,20,3/4/2022 7:00
1928,4,3/3/2022,7,2,3/23/2022,293092,1,NULL,NULL,20,3/4/2022 7:00,7755,86,3437,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3437,6,96,3/4/2022,1,20,3/4/2022 7:00
