PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1000,4,8/29/2020,7,2,9/18/2020,293092,1,NULL,NULL,15,9/1/2020 7:00,3895,77,1558,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1558,6,84,9/1/2020,1,15,9/1/2020 7:00
1000,4,8/29/2020,7,2,9/18/2020,293092,1,NULL,NULL,15,9/1/2020 7:00,3896,78,1646,"""The Gu"" red shirt XML tag t-shirt (White) XS",1646,6,84,9/1/2020,1,15,9/1/2020 7:00
1000,4,8/29/2020,7,2,9/18/2020,293092,1,NULL,NULL,15,9/1/2020 7:00,3897,80,712,"""The Gu"" red shirt XML tag t-shirt (White) M",712,6,84,9/1/2020,1,15,9/1/2020 7:00
1000,4,8/29/2020,7,2,9/18/2020,293092,1,NULL,NULL,15,9/1/2020 7:00,3898,86,1559,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1559,6,96,9/1/2020,1,15,9/1/2020 7:00
1000,4,8/29/2020,7,2,9/18/2020,293092,1,NULL,NULL,15,9/1/2020 7:00,3899,95,888,"""The Gu"" red shirt XML tag t-shirt (Black) XL",888,6,90,9/1/2020,1,15,9/1/2020 7:00
1000,4,8/29/2020,7,2,9/18/2020,293092,1,NULL,NULL,15,9/1/2020 7:00,3900,98,1667,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1667,6,96,9/1/2020,1,15,9/1/2020 7:00
1001,7,8/29/2020,2,2,9/18/2020,BC0280982,1,NULL,NULL,15,9/1/2020 7:00,3901,184,239,Shipping carton (Brown) 305x305x305mm,239,7,47.5,9/1/2020,1,15,9/1/2020 7:00
1001,7,8/29/2020,2,2,9/18/2020,BC0280982,1,NULL,NULL,15,9/1/2020 7:00,3902,193,1072,Black and orange glass with care despatch tape 48mmx75m,1072,7,38.4,9/1/2020,1,15,9/1/2020 7:00
1001,7,8/29/2020,2,2,9/18/2020,BC0280982,1,NULL,NULL,15,9/1/2020 7:00,3903,204,1206,Tape dispenser (Red),1206,7,170,9/1/2020,1,15,9/1/2020 7:00
1002,4,8/30/2020,7,2,9/6/2020,293092,1,NULL,NULL,15,9/1/2020 7:00,3904,77,7,"""The Gu"" red shirt XML tag t-shirt (White) XXS",7,6,84,9/1/2020,1,15,9/1/2020 7:00
954,4,8/1/2020,7,2,8/21/2020,293092,1,NULL,NULL,12,8/4/2020 7:00,3703,77,1474,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1474,6,84,8/4/2020,1,12,8/4/2020 7:00
954,4,8/1/2020,7,2,8/21/2020,293092,1,NULL,NULL,12,8/4/2020 7:00,3704,78,1582,"""The Gu"" red shirt XML tag t-shirt (White) XS",1582,6,84,8/4/2020,1,12,8/4/2020 7:00
954,4,8/1/2020,7,2,8/21/2020,293092,1,NULL,NULL,12,8/4/2020 7:00,3705,80,634,"""The Gu"" red shirt XML tag t-shirt (White) M",634,6,84,8/4/2020,1,12,8/4/2020 7:00
954,4,8/1/2020,7,2,8/21/2020,293092,1,NULL,NULL,12,8/4/2020 7:00,3706,86,1476,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1476,6,96,8/4/2020,1,12,8/4/2020 7:00
