PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1718,4,11/2/2021,7,2,11/22/2021,293092,1,NULL,NULL,2,11/3/2021 7:00,6885,77,2767,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2767,6,84,11/3/2021,1,2,11/3/2021 7:00
1718,4,11/2/2021,7,2,11/22/2021,293092,1,NULL,NULL,2,11/3/2021 7:00,6886,78,3016,"""The Gu"" red shirt XML tag t-shirt (White) XS",3016,6,84,11/3/2021,1,2,11/3/2021 7:00
1718,4,11/2/2021,7,2,11/22/2021,293092,1,NULL,NULL,2,11/3/2021 7:00,6887,80,1490,"""The Gu"" red shirt XML tag t-shirt (White) M",1490,6,84,11/3/2021,1,2,11/3/2021 7:00
1718,4,11/2/2021,7,2,11/22/2021,293092,1,NULL,NULL,2,11/3/2021 7:00,6888,86,3011,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3011,6,96,11/3/2021,1,2,11/3/2021 7:00
1718,4,11/2/2021,7,2,11/22/2021,293092,1,NULL,NULL,2,11/3/2021 7:00,6889,95,1434,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1434,6,90,11/3/2021,1,2,11/3/2021 7:00
1718,4,11/2/2021,7,2,11/22/2021,293092,1,NULL,NULL,2,11/3/2021 7:00,6890,98,3030,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3030,6,96,11/3/2021,1,2,11/3/2021 7:00
1719,7,11/2/2021,2,2,11/22/2021,BC0280982,1,NULL,NULL,2,11/3/2021 7:00,6891,184,1230,Shipping carton (Brown) 305x305x305mm,1230,7,47.5,11/3/2021,1,2,11/3/2021 7:00
1719,7,11/2/2021,2,2,11/22/2021,BC0280982,1,NULL,NULL,2,11/3/2021 7:00,6892,193,2288,Black and orange glass with care despatch tape 48mmx75m,2288,7,38.4,11/3/2021,1,2,11/3/2021 7:00
1719,7,11/2/2021,2,2,11/22/2021,BC0280982,1,NULL,NULL,2,11/3/2021 7:00,6893,204,2569,Tape dispenser (Red),2569,7,170,11/3/2021,1,2,11/3/2021 7:00
1720,4,11/3/2021,7,2,11/23/2021,293092,1,NULL,NULL,2,11/4/2021 7:00,6894,77,2765,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2765,6,84,11/4/2021,1,2,11/4/2021 7:00
1720,4,11/3/2021,7,2,11/23/2021,293092,1,NULL,NULL,2,11/4/2021 7:00,6895,78,3037,"""The Gu"" red shirt XML tag t-shirt (White) XS",3037,6,84,11/4/2021,1,2,11/4/2021 7:00
1720,4,11/3/2021,7,2,11/23/2021,293092,1,NULL,NULL,2,11/4/2021 7:00,6896,80,1503,"""The Gu"" red shirt XML tag t-shirt (White) M",1503,6,84,11/4/2021,1,2,11/4/2021 7:00
1720,4,11/3/2021,7,2,11/23/2021,293092,1,NULL,NULL,2,11/4/2021 7:00,6897,86,3009,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3009,6,96,11/4/2021,1,2,11/4/2021 7:00
1720,4,11/3/2021,7,2,11/23/2021,293092,1,NULL,NULL,2,11/4/2021 7:00,6898,95,1431,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1431,6,90,11/4/2021,1,2,11/4/2021 7:00
1720,4,11/3/2021,7,2,11/23/2021,293092,1,NULL,NULL,2,11/4/2021 7:00,6899,98,3040,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3040,6,96,11/4/2021,1,2,11/4/2021 7:00
1721,7,11/3/2021,2,2,11/23/2021,BC0280982,1,NULL,NULL,2,11/4/2021 7:00,6900,184,1229,Shipping carton (Brown) 305x305x305mm,1229,7,47.5,11/4/2021,1,2,11/4/2021 7:00
1721,7,11/3/2021,2,2,11/23/2021,BC0280982,1,NULL,NULL,2,11/4/2021 7:00,6901,193,2307,Black and orange glass with care despatch tape 48mmx75m,2307,7,38.4,11/4/2021,1,2,11/4/2021 7:00
1721,7,11/3/2021,2,2,11/23/2021,BC0280982,1,NULL,NULL,2,11/4/2021 7:00,6902,204,2570,Tape dispenser (Red),2570,7,170,11/4/2021,1,2,11/4/2021 7:00
