PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1614,4,9/1/2021,7,2,9/21/2021,293092,1,NULL,NULL,7,9/2/2021 7:00,6454,77,2636,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2636,6,84,9/2/2021,1,7,9/2/2021 7:00
1614,4,9/1/2021,7,2,9/21/2021,293092,1,NULL,NULL,7,9/2/2021 7:00,6455,78,2787,"""The Gu"" red shirt XML tag t-shirt (White) XS",2787,6,84,9/2/2021,1,7,9/2/2021 7:00
1614,4,9/1/2021,7,2,9/21/2021,293092,1,NULL,NULL,7,9/2/2021 7:00,6456,80,1376,"""The Gu"" red shirt XML tag t-shirt (White) M",1376,6,84,9/2/2021,1,7,9/2/2021 7:00
1614,4,9/1/2021,7,2,9/21/2021,293092,1,NULL,NULL,7,9/2/2021 7:00,6457,86,2668,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2668,6,96,9/2/2021,1,7,9/2/2021 7:00
1614,4,9/1/2021,7,2,9/21/2021,293092,1,NULL,NULL,7,9/2/2021 7:00,6458,95,1335,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1335,6,90,9/2/2021,1,7,9/2/2021 7:00
1614,4,9/1/2021,7,2,9/21/2021,293092,1,NULL,NULL,7,9/2/2021 7:00,6459,98,2805,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2805,6,96,9/2/2021,1,7,9/2/2021 7:00
1615,7,9/1/2021,2,2,9/21/2021,BC0280982,1,NULL,NULL,7,9/2/2021 7:00,6460,184,1103,Shipping carton (Brown) 305x305x305mm,1103,7,47.5,9/2/2021,1,7,9/2/2021 7:00
1615,7,9/1/2021,2,2,9/21/2021,BC0280982,1,NULL,NULL,7,9/2/2021 7:00,6461,193,2150,Black and orange glass with care despatch tape 48mmx75m,2150,7,38.4,9/2/2021,1,7,9/2/2021 7:00
1615,7,9/1/2021,2,2,9/21/2021,BC0280982,1,NULL,NULL,7,9/2/2021 7:00,6462,204,2336,Tape dispenser (Red),2336,7,170,9/2/2021,1,7,9/2/2021 7:00
1616,4,9/2/2021,7,2,9/22/2021,293092,1,NULL,NULL,12,9/3/2021 7:00,6463,77,2651,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2651,6,84,9/3/2021,1,12,9/3/2021 7:00
