PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1875,4,2/1/2022,7,2,2/21/2022,293092,1,NULL,NULL,19,2/2/2022 7:00,7533,77,3048,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3048,6,84,2/2/2022,1,19,2/2/2022 7:00
1875,4,2/1/2022,7,2,2/21/2022,293092,1,NULL,NULL,19,2/2/2022 7:00,7534,78,3333,"""The Gu"" red shirt XML tag t-shirt (White) XS",3333,6,84,2/2/2022,1,19,2/2/2022 7:00
1875,4,2/1/2022,7,2,2/21/2022,293092,1,NULL,NULL,19,2/2/2022 7:00,7535,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84,2/2/2022,1,19,2/2/2022 7:00
1875,4,2/1/2022,7,2,2/21/2022,293092,1,NULL,NULL,19,2/2/2022 7:00,7536,86,3344,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3344,6,96,2/2/2022,1,19,2/2/2022 7:00
1875,4,2/1/2022,7,2,2/21/2022,293092,1,NULL,NULL,19,2/2/2022 7:00,7537,95,1638,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1638,6,90,2/2/2022,1,19,2/2/2022 7:00
1875,4,2/1/2022,7,2,2/21/2022,293092,1,NULL,NULL,19,2/2/2022 7:00,7538,98,3336,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3336,6,96,2/2/2022,1,19,2/2/2022 7:00
1876,7,2/1/2022,2,2,2/21/2022,BC0280982,1,NULL,NULL,19,2/2/2022 7:00,7539,184,1513,Shipping carton (Brown) 305x305x305mm,1513,7,47.5,2/2/2022,1,19,2/2/2022 7:00
1876,7,2/1/2022,2,2,2/21/2022,BC0280982,1,NULL,NULL,19,2/2/2022 7:00,7540,193,2520,Black and orange glass with care despatch tape 48mmx75m,2520,7,38.4,2/2/2022,1,19,2/2/2022 7:00
1876,7,2/1/2022,2,2,2/21/2022,BC0280982,1,NULL,NULL,19,2/2/2022 7:00,7541,204,2778,Tape dispenser (Red),2778,7,170,2/2/2022,1,19,2/2/2022 7:00
1877,4,2/2/2022,7,2,2/22/2022,293092,1,NULL,NULL,7,2/3/2022 7:00,7542,77,3047,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3047,6,84,2/3/2022,1,7,2/3/2022 7:00
1877,4,2/2/2022,7,2,2/22/2022,293092,1,NULL,NULL,7,2/3/2022 7:00,7543,78,3340,"""The Gu"" red shirt XML tag t-shirt (White) XS",3340,6,84,2/3/2022,1,7,2/3/2022 7:00
