PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
606,4,1/1/2020,7,2,1/21/2020,293092,1,NULL,NULL,10,1/2/2020 7:00,2340,77,879,"""The Gu"" red shirt XML tag t-shirt (White) XXS",879,6,84,1/2/2020,1,10,1/2/2020 7:00
606,4,1/1/2020,7,2,1/21/2020,293092,1,NULL,NULL,10,1/2/2020 7:00,2341,78,1010,"""The Gu"" red shirt XML tag t-shirt (White) XS",1010,6,84,1/2/2020,1,10,1/2/2020 7:00
606,4,1/1/2020,7,2,1/21/2020,293092,1,NULL,NULL,10,1/2/2020 7:00,2342,80,402,"""The Gu"" red shirt XML tag t-shirt (White) M",402,6,84,1/2/2020,1,10,1/2/2020 7:00
606,4,1/1/2020,7,2,1/21/2020,293092,1,NULL,NULL,10,1/2/2020 7:00,2343,86,863,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",863,6,96,1/2/2020,1,10,1/2/2020 7:00
606,4,1/1/2020,7,2,1/21/2020,293092,1,NULL,NULL,10,1/2/2020 7:00,2344,95,534,"""The Gu"" red shirt XML tag t-shirt (Black) XL",534,6,90,1/2/2020,1,10,1/2/2020 7:00
606,4,1/1/2020,7,2,1/21/2020,293092,1,NULL,NULL,10,1/2/2020 7:00,2345,98,1056,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1056,6,96,1/2/2020,1,10,1/2/2020 7:00
607,7,1/1/2020,2,2,1/21/2020,BC0280982,1,NULL,NULL,10,1/2/2020 7:00,2346,193,430,Black and orange glass with care despatch tape 48mmx75m,430,7,38.4,1/2/2020,1,10,1/2/2020 7:00
607,7,1/1/2020,2,2,1/21/2020,BC0280982,1,NULL,NULL,10,1/2/2020 7:00,2347,204,516,Tape dispenser (Red),516,7,170,1/2/2020,1,10,1/2/2020 7:00
608,4,1/2/2020,7,2,1/22/2020,293092,1,NULL,NULL,6,1/3/2020 7:00,2348,77,877,"""The Gu"" red shirt XML tag t-shirt (White) XXS",877,6,84,1/3/2020,1,6,1/3/2020 7:00
608,4,1/2/2020,7,2,1/22/2020,293092,1,NULL,NULL,6,1/3/2020 7:00,2349,78,1008,"""The Gu"" red shirt XML tag t-shirt (White) XS",1008,6,84,1/3/2020,1,6,1/3/2020 7:00
608,4,1/2/2020,7,2,1/22/2020,293092,1,NULL,NULL,6,1/3/2020 7:00,2350,80,402,"""The Gu"" red shirt XML tag t-shirt (White) M",402,6,84,1/3/2020,1,6,1/3/2020 7:00
608,4,1/2/2020,7,2,1/22/2020,293092,1,NULL,NULL,6,1/3/2020 7:00,2351,86,865,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",865,6,96,1/3/2020,1,6,1/3/2020 7:00
608,4,1/2/2020,7,2,1/22/2020,293092,1,NULL,NULL,6,1/3/2020 7:00,2352,95,532,"""The Gu"" red shirt XML tag t-shirt (Black) XL",532,6,90,1/3/2020,1,6,1/3/2020 7:00
608,4,1/2/2020,7,2,1/22/2020,293092,1,NULL,NULL,6,1/3/2020 7:00,2353,98,1054,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1054,6,96,1/3/2020,1,6,1/3/2020 7:00
609,7,1/2/2020,2,2,1/22/2020,BC0280982,1,NULL,NULL,6,1/3/2020 7:00,2354,193,428,Black and orange glass with care despatch tape 48mmx75m,428,7,38.4,1/3/2020,1,6,1/3/2020 7:00
609,7,1/2/2020,2,2,1/22/2020,BC0280982,1,NULL,NULL,6,1/3/2020 7:00,2355,204,514,Tape dispenser (Red),514,7,170,1/3/2020,1,6,1/3/2020 7:00
610,4,1/3/2020,7,2,1/23/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2356,77,875,"""The Gu"" red shirt XML tag t-shirt (White) XXS",875,6,84,1/6/2020,1,14,1/6/2020 7:00
610,4,1/3/2020,7,2,1/23/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2357,78,1006,"""The Gu"" red shirt XML tag t-shirt (White) XS",1006,6,84,1/6/2020,1,14,1/6/2020 7:00
610,4,1/3/2020,7,2,1/23/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2358,80,411,"""The Gu"" red shirt XML tag t-shirt (White) M",411,6,84,1/6/2020,1,14,1/6/2020 7:00
610,4,1/3/2020,7,2,1/23/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2359,86,864,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",864,6,96,1/6/2020,1,14,1/6/2020 7:00
610,4,1/3/2020,7,2,1/23/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2360,95,539,"""The Gu"" red shirt XML tag t-shirt (Black) XL",539,6,90,1/6/2020,1,14,1/6/2020 7:00
610,4,1/3/2020,7,2,1/23/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2361,98,1062,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1062,6,96,1/6/2020,1,14,1/6/2020 7:00
611,7,1/3/2020,2,2,1/23/2020,BC0280982,1,NULL,NULL,14,1/6/2020 7:00,2362,193,436,Black and orange glass with care despatch tape 48mmx75m,436,7,38.4,1/6/2020,1,14,1/6/2020 7:00
611,7,1/3/2020,2,2,1/23/2020,BC0280982,1,NULL,NULL,14,1/6/2020 7:00,2363,204,527,Tape dispenser (Red),527,7,170,1/6/2020,1,14,1/6/2020 7:00
612,4,1/4/2020,7,2,1/11/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2364,77,4,"""The Gu"" red shirt XML tag t-shirt (White) XXS",4,6,84,1/6/2020,1,14,1/6/2020 7:00
612,4,1/4/2020,7,2,1/11/2020,293092,1,NULL,NULL,14,1/6/2020 7:00,2365,78,11,"""The Gu"" red shirt XML tag t-shirt (White) XS",11,6,84,1/6/2020,1,14,1/6/2020 7:00
613,4,1/6/2020,7,2,1/26/2020,293092,1,NULL,NULL,17,1/7/2020 7:00,2366,77,885,"""The Gu"" red shirt XML tag t-shirt (White) XXS",885,6,84,1/7/2020,1,17,1/7/2020 7:00
613,4,1/6/2020,7,2,1/26/2020,293092,1,NULL,NULL,17,1/7/2020 7:00,2367,78,1016,"""The Gu"" red shirt XML tag t-shirt (White) XS",1016,6,84,1/7/2020,1,17,1/7/2020 7:00
613,4,1/6/2020,7,2,1/26/2020,293092,1,NULL,NULL,17,1/7/2020 7:00,2368,80,407,"""The Gu"" red shirt XML tag t-shirt (White) M",407,6,84,1/7/2020,1,17,1/7/2020 7:00
613,4,1/6/2020,7,2,1/26/2020,293092,1,NULL,NULL,17,1/7/2020 7:00,2369,86,863,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",863,6,96,1/7/2020,1,17,1/7/2020 7:00
613,4,1/6/2020,7,2,1/26/2020,293092,1,NULL,NULL,17,1/7/2020 7:00,2370,95,537,"""The Gu"" red shirt XML tag t-shirt (Black) XL",537,6,90,1/7/2020,1,17,1/7/2020 7:00
613,4,1/6/2020,7,2,1/26/2020,293092,1,NULL,NULL,17,1/7/2020 7:00,2371,98,1064,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1064,6,96,1/7/2020,1,17,1/7/2020 7:00
614,7,1/6/2020,2,2,1/26/2020,BC0280982,1,NULL,NULL,17,1/7/2020 7:00,2372,193,432,Black and orange glass with care despatch tape 48mmx75m,432,7,38.4,1/7/2020,1,17,1/7/2020 7:00
614,7,1/6/2020,2,2,1/26/2020,BC0280982,1,NULL,NULL,17,1/7/2020 7:00,2373,204,523,Tape dispenser (Red),523,7,170,1/7/2020,1,17,1/7/2020 7:00
615,4,1/7/2020,7,2,1/27/2020,293092,1,NULL,NULL,5,1/8/2020 7:00,2374,77,886,"""The Gu"" red shirt XML tag t-shirt (White) XXS",886,6,84,1/8/2020,1,5,1/8/2020 7:00
615,4,1/7/2020,7,2,1/27/2020,293092,1,NULL,NULL,5,1/8/2020 7:00,2375,78,1027,"""The Gu"" red shirt XML tag t-shirt (White) XS",1027,6,84,1/8/2020,1,5,1/8/2020 7:00
615,4,1/7/2020,7,2,1/27/2020,293092,1,NULL,NULL,5,1/8/2020 7:00,2376,80,407,"""The Gu"" red shirt XML tag t-shirt (White) M",407,6,84,1/8/2020,1,5,1/8/2020 7:00
615,4,1/7/2020,7,2,1/27/2020,293092,1,NULL,NULL,5,1/8/2020 7:00,2377,86,861,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",861,6,96,1/8/2020,1,5,1/8/2020 7:00
615,4,1/7/2020,7,2,1/27/2020,293092,1,NULL,NULL,5,1/8/2020 7:00,2378,95,533,"""The Gu"" red shirt XML tag t-shirt (Black) XL",533,6,90,1/8/2020,1,5,1/8/2020 7:00
615,4,1/7/2020,7,2,1/27/2020,293092,1,NULL,NULL,5,1/8/2020 7:00,2379,98,1069,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1069,6,96,1/8/2020,1,5,1/8/2020 7:00
616,7,1/7/2020,2,2,1/27/2020,BC0280982,1,NULL,NULL,5,1/8/2020 7:00,2380,193,431,Black and orange glass with care despatch tape 48mmx75m,431,7,38.4,1/8/2020,1,5,1/8/2020 7:00
616,7,1/7/2020,2,2,1/27/2020,BC0280982,1,NULL,NULL,5,1/8/2020 7:00,2381,204,530,Tape dispenser (Red),530,7,170,1/8/2020,1,5,1/8/2020 7:00
617,4,1/8/2020,7,2,1/28/2020,293092,1,NULL,NULL,8,1/9/2020 7:00,2382,77,884,"""The Gu"" red shirt XML tag t-shirt (White) XXS",884,6,84,1/9/2020,1,8,1/9/2020 7:00
617,4,1/8/2020,7,2,1/28/2020,293092,1,NULL,NULL,8,1/9/2020 7:00,2383,78,1029,"""The Gu"" red shirt XML tag t-shirt (White) XS",1029,6,84,1/9/2020,1,8,1/9/2020 7:00
617,4,1/8/2020,7,2,1/28/2020,293092,1,NULL,NULL,8,1/9/2020 7:00,2384,80,403,"""The Gu"" red shirt XML tag t-shirt (White) M",403,6,84,1/9/2020,1,8,1/9/2020 7:00
617,4,1/8/2020,7,2,1/28/2020,293092,1,NULL,NULL,8,1/9/2020 7:00,2385,86,859,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",859,6,96,1/9/2020,1,8,1/9/2020 7:00
617,4,1/8/2020,7,2,1/28/2020,293092,1,NULL,NULL,8,1/9/2020 7:00,2386,95,529,"""The Gu"" red shirt XML tag t-shirt (Black) XL",529,6,90,1/9/2020,1,8,1/9/2020 7:00
617,4,1/8/2020,7,2,1/28/2020,293092,1,NULL,NULL,8,1/9/2020 7:00,2387,98,1067,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1067,6,96,1/9/2020,1,8,1/9/2020 7:00
618,7,1/8/2020,2,2,1/28/2020,BC0280982,1,NULL,NULL,8,1/9/2020 7:00,2388,193,429,Black and orange glass with care despatch tape 48mmx75m,429,7,38.4,1/9/2020,1,8,1/9/2020 7:00
618,7,1/8/2020,2,2,1/28/2020,BC0280982,1,NULL,NULL,8,1/9/2020 7:00,2389,204,537,Tape dispenser (Red),537,7,170,1/9/2020,1,8,1/9/2020 7:00
619,4,1/9/2020,7,2,1/29/2020,293092,1,NULL,NULL,18,1/10/2020 7:00,2390,77,882,"""The Gu"" red shirt XML tag t-shirt (White) XXS",882,6,84,1/10/2020,1,18,1/10/2020 7:00
619,4,1/9/2020,7,2,1/29/2020,293092,1,NULL,NULL,18,1/10/2020 7:00,2391,78,1027,"""The Gu"" red shirt XML tag t-shirt (White) XS",1027,6,84,1/10/2020,1,18,1/10/2020 7:00
619,4,1/9/2020,7,2,1/29/2020,293092,1,NULL,NULL,18,1/10/2020 7:00,2392,80,399,"""The Gu"" red shirt XML tag t-shirt (White) M",399,6,84,1/10/2020,1,18,1/10/2020 7:00
619,4,1/9/2020,7,2,1/29/2020,293092,1,NULL,NULL,18,1/10/2020 7:00,2393,86,871,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",871,6,96,1/10/2020,1,18,1/10/2020 7:00
619,4,1/9/2020,7,2,1/29/2020,293092,1,NULL,NULL,18,1/10/2020 7:00,2394,95,525,"""The Gu"" red shirt XML tag t-shirt (Black) XL",525,6,90,1/10/2020,1,18,1/10/2020 7:00
619,4,1/9/2020,7,2,1/29/2020,293092,1,NULL,NULL,18,1/10/2020 7:00,2395,98,1067,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1067,6,96,1/10/2020,1,18,1/10/2020 7:00
620,7,1/9/2020,2,2,1/29/2020,BC0280982,1,NULL,NULL,18,1/10/2020 7:00,2396,193,427,Black and orange glass with care despatch tape 48mmx75m,427,7,38.4,1/10/2020,1,18,1/10/2020 7:00
620,7,1/9/2020,2,2,1/29/2020,BC0280982,1,NULL,NULL,18,1/10/2020 7:00,2397,204,546,Tape dispenser (Red),546,7,170,1/10/2020,1,18,1/10/2020 7:00
621,4,1/10/2020,7,2,1/30/2020,293092,1,NULL,NULL,4,1/13/2020 7:00,2398,77,888,"""The Gu"" red shirt XML tag t-shirt (White) XXS",888,6,84,1/13/2020,1,4,1/13/2020 7:00
621,4,1/10/2020,7,2,1/30/2020,293092,1,NULL,NULL,4,1/13/2020 7:00,2399,78,1037,"""The Gu"" red shirt XML tag t-shirt (White) XS",1037,6,84,1/13/2020,1,4,1/13/2020 7:00
621,4,1/10/2020,7,2,1/30/2020,293092,1,NULL,NULL,4,1/13/2020 7:00,2400,80,402,"""The Gu"" red shirt XML tag t-shirt (White) M",402,6,84,1/13/2020,1,4,1/13/2020 7:00
621,4,1/10/2020,7,2,1/30/2020,293092,1,NULL,NULL,4,1/13/2020 7:00,2401,86,888,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",888,6,96,1/13/2020,1,4,1/13/2020 7:00
621,4,1/10/2020,7,2,1/30/2020,293092,1,NULL,NULL,4,1/13/2020 7:00,2402,95,524,"""The Gu"" red shirt XML tag t-shirt (Black) XL",524,6,90,1/13/2020,1,4,1/13/2020 7:00
621,4,1/10/2020,7,2,1/30/2020,293092,1,NULL,NULL,4,1/13/2020 7:00,2403,98,1068,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1068,6,96,1/13/2020,1,4,1/13/2020 7:00
622,7,1/10/2020,2,2,1/30/2020,BC0280982,1,NULL,NULL,4,1/13/2020 7:00,2404,193,425,Black and orange glass with care despatch tape 48mmx75m,425,7,38.4,1/13/2020,1,4,1/13/2020 7:00
