PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1,2,1/1/2019,9,2,1/15/2019,B2084020,1,NULL,NULL,6,1/2/2019 7:00,1,150,18,Pack of 12 action figures (variety),18,9,5.5,1/2/2019,1,6,1/2/2019 7:00
1,2,1/1/2019,9,2,1/15/2019,B2084020,1,NULL,NULL,6,1/2/2019 7:00,2,151,21,Pack of 12 action figures (male),21,9,5.5,1/2/2019,1,6,1/2/2019 7:00
1,2,1/1/2019,9,2,1/15/2019,B2084020,1,NULL,NULL,6,1/2/2019 7:00,3,152,18,Pack of 12 action figures (female),18,9,5.5,1/2/2019,1,6,1/2/2019 7:00
10,10,1/2/2019,8,2,1/22/2019,ML0300202,1,NULL,NULL,5,1/3/2019 7:00,136,60,83,RC toy sedan car with remote control (Blue) 1/50 scale,83,7,12.5,1/3/2019,1,5,1/3/2019 7:00
11,12,1/2/2019,7,2,1/22/2019,237408032,1,NULL,NULL,5,1/3/2019 7:00,137,1,88,USB missile launcher (Green),88,7,9.5,1/3/2019,1,5,1/3/2019 7:00
11,12,1/2/2019,7,2,1/22/2019,237408032,1,NULL,NULL,5,1/3/2019 7:00,138,3,15,Office cube periscope (Black),15,6,112.5,1/3/2019,1,5,1/3/2019 7:00
11,12,1/2/2019,7,2,1/22/2019,237408032,1,NULL,NULL,5,1/3/2019 7:00,139,15,196,USB food flash drive - dessert 10 drive variety pack,196,9,88.5,1/3/2019,1,5,1/3/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,140,77,11,"""The Gu"" red shirt XML tag t-shirt (White) XXS",11,6,84,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,141,101,5,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",5,6,102,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,142,108,6,Superhero action jacket (Blue) XXS,6,7,19,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,143,114,6,Superhero action jacket (Blue) XXL,6,7,22,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,144,119,27,Dinosaur battery-powered slippers (Green) M,27,7,8,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,145,120,36,Dinosaur battery-powered slippers (Green) L,36,7,8,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,146,129,27,Plush shark slippers (Gray) XL,27,7,8.5,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,147,139,8,Furry animal socks (Pink) M,8,9,18,1/4/2019,1,3,1/4/2019 7:00
12,4,1/3/2019,7,2,1/23/2019,293092,1,NULL,NULL,3,1/4/2019 7:00,148,143,18,Halloween zombie mask (Light Brown) M,18,6,228,1/4/2019,1,3,1/4/2019 7:00
13,5,1/3/2019,10,2,1/23/2019,8803922,1,NULL,NULL,3,1/4/2019 7:00,149,32,26,Developer joke mug - that's a hardware problem (White),26,7,4.5,1/4/2019,1,3,1/4/2019 7:00
13,5,1/3/2019,10,2,1/23/2019,8803922,1,NULL,NULL,3,1/4/2019 7:00,150,33,32,Developer joke mug - that's a hardware problem (Black),32,7,4.5,1/4/2019,1,3,1/4/2019 7:00
