PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
704,4,3/1/2020,7,2,3/21/2020,293092,1,NULL,NULL,4,3/3/2020 7:00,2710,78,10,"""The Gu"" red shirt XML tag t-shirt (White) XS",10,6,84,3/3/2020,1,4,3/3/2020 7:00
704,4,3/1/2020,7,2,3/21/2020,293092,1,NULL,NULL,4,3/3/2020 7:00,2711,80,8,"""The Gu"" red shirt XML tag t-shirt (White) M",8,6,84,3/3/2020,1,4,3/3/2020 7:00
704,4,3/1/2020,7,2,3/21/2020,293092,1,NULL,NULL,4,3/3/2020 7:00,2712,98,5,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",5,6,96,3/3/2020,1,4,3/3/2020 7:00
705,7,3/1/2020,2,2,3/21/2020,BC0280982,1,NULL,NULL,4,3/3/2020 7:00,2713,204,2,Tape dispenser (Red),2,7,170,3/3/2020,1,4,3/3/2020 7:00
706,4,3/3/2020,7,2,3/23/2020,293092,1,NULL,NULL,3,3/4/2020 7:00,2714,77,951,"""The Gu"" red shirt XML tag t-shirt (White) XXS",951,6,84,3/4/2020,1,3,3/4/2020 7:00
706,4,3/3/2020,7,2,3/23/2020,293092,1,NULL,NULL,3,3/4/2020 7:00,2715,78,1181,"""The Gu"" red shirt XML tag t-shirt (White) XS",1181,6,84,3/4/2020,1,3,3/4/2020 7:00
706,4,3/3/2020,7,2,3/23/2020,293092,1,NULL,NULL,3,3/4/2020 7:00,2716,80,501,"""The Gu"" red shirt XML tag t-shirt (White) M",501,6,84,3/4/2020,1,3,3/4/2020 7:00
706,4,3/3/2020,7,2,3/23/2020,293092,1,NULL,NULL,3,3/4/2020 7:00,2717,86,1024,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1024,6,96,3/4/2020,1,3,3/4/2020 7:00
706,4,3/3/2020,7,2,3/23/2020,293092,1,NULL,NULL,3,3/4/2020 7:00,2718,95,616,"""The Gu"" red shirt XML tag t-shirt (Black) XL",616,6,90,3/4/2020,1,3,3/4/2020 7:00
706,4,3/3/2020,7,2,3/23/2020,293092,1,NULL,NULL,3,3/4/2020 7:00,2719,98,1218,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1218,6,96,3/4/2020,1,3,3/4/2020 7:00
707,7,3/3/2020,2,2,3/23/2020,BC0280982,1,NULL,NULL,3,3/4/2020 7:00,2720,193,577,Black and orange glass with care despatch tape 48mmx75m,577,7,38.4,3/4/2020,1,3,3/4/2020 7:00
707,7,3/3/2020,2,2,3/23/2020,BC0280982,1,NULL,NULL,3,3/4/2020 7:00,2721,204,722,Tape dispenser (Red),722,7,170,3/4/2020,1,3,3/4/2020 7:00
708,4,3/4/2020,7,2,3/24/2020,293092,1,NULL,NULL,6,3/5/2020 7:00,2722,77,953,"""The Gu"" red shirt XML tag t-shirt (White) XXS",953,6,84,3/5/2020,1,6,3/5/2020 7:00
708,4,3/4/2020,7,2,3/24/2020,293092,1,NULL,NULL,6,3/5/2020 7:00,2723,78,1179,"""The Gu"" red shirt XML tag t-shirt (White) XS",1179,6,84,3/5/2020,1,6,3/5/2020 7:00
708,4,3/4/2020,7,2,3/24/2020,293092,1,NULL,NULL,6,3/5/2020 7:00,2724,80,497,"""The Gu"" red shirt XML tag t-shirt (White) M",497,6,84,3/5/2020,1,6,3/5/2020 7:00
708,4,3/4/2020,7,2,3/24/2020,293092,1,NULL,NULL,6,3/5/2020 7:00,2725,86,1022,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1022,6,96,3/5/2020,1,6,3/5/2020 7:00
708,4,3/4/2020,7,2,3/24/2020,293092,1,NULL,NULL,6,3/5/2020 7:00,2726,95,619,"""The Gu"" red shirt XML tag t-shirt (Black) XL",619,6,90,3/5/2020,1,6,3/5/2020 7:00
708,4,3/4/2020,7,2,3/24/2020,293092,1,NULL,NULL,6,3/5/2020 7:00,2727,98,1216,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1216,6,96,3/5/2020,1,6,3/5/2020 7:00
709,7,3/4/2020,2,2,3/24/2020,BC0280982,1,NULL,NULL,6,3/5/2020 7:00,2728,193,575,Black and orange glass with care despatch tape 48mmx75m,575,7,38.4,3/5/2020,1,6,3/5/2020 7:00
709,7,3/4/2020,2,2,3/24/2020,BC0280982,1,NULL,NULL,6,3/5/2020 7:00,2729,204,720,Tape dispenser (Red),720,7,170,3/5/2020,1,6,3/5/2020 7:00
710,4,3/5/2020,7,2,3/25/2020,293092,1,NULL,NULL,20,3/6/2020 7:00,2730,77,954,"""The Gu"" red shirt XML tag t-shirt (White) XXS",954,6,84,3/6/2020,1,20,3/6/2020 7:00
710,4,3/5/2020,7,2,3/25/2020,293092,1,NULL,NULL,20,3/6/2020 7:00,2731,78,1184,"""The Gu"" red shirt XML tag t-shirt (White) XS",1184,6,84,3/6/2020,1,20,3/6/2020 7:00
710,4,3/5/2020,7,2,3/25/2020,293092,1,NULL,NULL,20,3/6/2020 7:00,2732,80,502,"""The Gu"" red shirt XML tag t-shirt (White) M",502,6,84,3/6/2020,1,20,3/6/2020 7:00
710,4,3/5/2020,7,2,3/25/2020,293092,1,NULL,NULL,20,3/6/2020 7:00,2733,86,1022,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1022,6,96,3/6/2020,1,20,3/6/2020 7:00
710,4,3/5/2020,7,2,3/25/2020,293092,1,NULL,NULL,20,3/6/2020 7:00,2734,95,618,"""The Gu"" red shirt XML tag t-shirt (Black) XL",618,6,90,3/6/2020,1,20,3/6/2020 7:00
