PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1107,4,11/1/2020,7,2,11/21/2020,293092,1,NULL,NULL,19,11/3/2020 7:00,4341,77,21,"""The Gu"" red shirt XML tag t-shirt (White) XXS",21,6,84,11/3/2020,1,19,11/3/2020 7:00
1107,4,11/1/2020,7,2,11/21/2020,293092,1,NULL,NULL,19,11/3/2020 7:00,4342,78,9,"""The Gu"" red shirt XML tag t-shirt (White) XS",9,6,84,11/3/2020,1,19,11/3/2020 7:00
1107,4,11/1/2020,7,2,11/21/2020,293092,1,NULL,NULL,19,11/3/2020 7:00,4343,86,6,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",6,6,96,11/3/2020,1,19,11/3/2020 7:00
1107,4,11/1/2020,7,2,11/21/2020,293092,1,NULL,NULL,19,11/3/2020 7:00,4344,95,7,"""The Gu"" red shirt XML tag t-shirt (Black) XL",7,6,90,11/3/2020,1,19,11/3/2020 7:00
1107,4,11/1/2020,7,2,11/21/2020,293092,1,NULL,NULL,19,11/3/2020 7:00,4345,98,3,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3,6,96,11/3/2020,1,19,11/3/2020 7:00
1108,7,11/1/2020,2,2,11/21/2020,BC0280982,1,NULL,NULL,19,11/3/2020 7:00,4346,184,3,Shipping carton (Brown) 305x305x305mm,3,7,47.5,11/3/2020,1,19,11/3/2020 7:00
1108,7,11/1/2020,2,2,11/21/2020,BC0280982,1,NULL,NULL,19,11/3/2020 7:00,4347,204,1,Tape dispenser (Red),1,7,170,11/3/2020,1,19,11/3/2020 7:00
1109,4,11/3/2020,7,2,11/23/2020,293092,1,NULL,NULL,14,11/4/2020 7:00,4348,77,1792,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1792,6,84,11/4/2020,1,14,11/4/2020 7:00
1109,4,11/3/2020,7,2,11/23/2020,293092,1,NULL,NULL,14,11/4/2020 7:00,4349,78,1868,"""The Gu"" red shirt XML tag t-shirt (White) XS",1868,6,84,11/4/2020,1,14,11/4/2020 7:00
1109,4,11/3/2020,7,2,11/23/2020,293092,1,NULL,NULL,14,11/4/2020 7:00,4350,80,785,"""The Gu"" red shirt XML tag t-shirt (White) M",785,6,84,11/4/2020,1,14,11/4/2020 7:00
1109,4,11/3/2020,7,2,11/23/2020,293092,1,NULL,NULL,14,11/4/2020 7:00,4351,86,1746,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1746,6,96,11/4/2020,1,14,11/4/2020 7:00
1109,4,11/3/2020,7,2,11/23/2020,293092,1,NULL,NULL,14,11/4/2020 7:00,4352,95,963,"""The Gu"" red shirt XML tag t-shirt (Black) XL",963,6,90,11/4/2020,1,14,11/4/2020 7:00
1109,4,11/3/2020,7,2,11/23/2020,293092,1,NULL,NULL,14,11/4/2020 7:00,4353,98,1835,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1835,6,96,11/4/2020,1,14,11/4/2020 7:00
1110,7,11/3/2020,2,2,11/23/2020,BC0280982,1,NULL,NULL,14,11/4/2020 7:00,4354,184,364,Shipping carton (Brown) 305x305x305mm,364,7,47.5,11/4/2020,1,14,11/4/2020 7:00
1110,7,11/3/2020,2,2,11/23/2020,BC0280982,1,NULL,NULL,14,11/4/2020 7:00,4355,193,1188,Black and orange glass with care despatch tape 48mmx75m,1188,7,38.4,11/4/2020,1,14,11/4/2020 7:00
1110,7,11/3/2020,2,2,11/23/2020,BC0280982,1,NULL,NULL,14,11/4/2020 7:00,4356,204,1356,Tape dispenser (Red),1356,7,170,11/4/2020,1,14,11/4/2020 7:00
1111,4,11/4/2020,7,2,11/24/2020,293092,1,NULL,NULL,8,11/5/2020 7:00,4357,77,1804,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1804,6,84,11/5/2020,1,8,11/5/2020 7:00
1111,4,11/4/2020,7,2,11/24/2020,293092,1,NULL,NULL,8,11/5/2020 7:00,4358,78,1866,"""The Gu"" red shirt XML tag t-shirt (White) XS",1866,6,84,11/5/2020,1,8,11/5/2020 7:00
1111,4,11/4/2020,7,2,11/24/2020,293092,1,NULL,NULL,8,11/5/2020 7:00,4359,80,786,"""The Gu"" red shirt XML tag t-shirt (White) M",786,6,84,11/5/2020,1,8,11/5/2020 7:00
1111,4,11/4/2020,7,2,11/24/2020,293092,1,NULL,NULL,8,11/5/2020 7:00,4360,86,1757,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1757,6,96,11/5/2020,1,8,11/5/2020 7:00
1111,4,11/4/2020,7,2,11/24/2020,293092,1,NULL,NULL,8,11/5/2020 7:00,4361,95,969,"""The Gu"" red shirt XML tag t-shirt (Black) XL",969,6,90,11/5/2020,1,8,11/5/2020 7:00
1111,4,11/4/2020,7,2,11/24/2020,293092,1,NULL,NULL,8,11/5/2020 7:00,4362,98,1843,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1843,6,96,11/5/2020,1,8,11/5/2020 7:00
1112,7,11/4/2020,2,2,11/24/2020,BC0280982,1,NULL,NULL,8,11/5/2020 7:00,4363,184,379,Shipping carton (Brown) 305x305x305mm,379,7,47.5,11/5/2020,1,8,11/5/2020 7:00
1112,7,11/4/2020,2,2,11/24/2020,BC0280982,1,NULL,NULL,8,11/5/2020 7:00,4364,193,1186,Black and orange glass with care despatch tape 48mmx75m,1186,7,38.4,11/5/2020,1,8,11/5/2020 7:00
1112,7,11/4/2020,2,2,11/24/2020,BC0280982,1,NULL,NULL,8,11/5/2020 7:00,4365,204,1354,Tape dispenser (Red),1354,7,170,11/5/2020,1,8,11/5/2020 7:00
1113,4,11/5/2020,7,2,11/25/2020,293092,1,NULL,NULL,15,11/6/2020 7:00,4366,77,1818,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1818,6,84,11/6/2020,1,15,11/6/2020 7:00
1113,4,11/5/2020,7,2,11/25/2020,293092,1,NULL,NULL,15,11/6/2020 7:00,4367,78,1864,"""The Gu"" red shirt XML tag t-shirt (White) XS",1864,6,84,11/6/2020,1,15,11/6/2020 7:00
1113,4,11/5/2020,7,2,11/25/2020,293092,1,NULL,NULL,15,11/6/2020 7:00,4368,80,790,"""The Gu"" red shirt XML tag t-shirt (White) M",790,6,84,11/6/2020,1,15,11/6/2020 7:00
1113,4,11/5/2020,7,2,11/25/2020,293092,1,NULL,NULL,15,11/6/2020 7:00,4369,86,1764,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1764,6,96,11/6/2020,1,15,11/6/2020 7:00
1113,4,11/5/2020,7,2,11/25/2020,293092,1,NULL,NULL,15,11/6/2020 7:00,4370,95,965,"""The Gu"" red shirt XML tag t-shirt (Black) XL",965,6,90,11/6/2020,1,15,11/6/2020 7:00
1113,4,11/5/2020,7,2,11/25/2020,293092,1,NULL,NULL,15,11/6/2020 7:00,4371,98,1841,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1841,6,96,11/6/2020,1,15,11/6/2020 7:00
1114,7,11/5/2020,2,2,11/25/2020,BC0280982,1,NULL,NULL,15,11/6/2020 7:00,4372,184,384,Shipping carton (Brown) 305x305x305mm,384,7,47.5,11/6/2020,1,15,11/6/2020 7:00
1114,7,11/5/2020,2,2,11/25/2020,BC0280982,1,NULL,NULL,15,11/6/2020 7:00,4373,193,1184,Black and orange glass with care despatch tape 48mmx75m,1184,7,38.4,11/6/2020,1,15,11/6/2020 7:00
1114,7,11/5/2020,2,2,11/25/2020,BC0280982,1,NULL,NULL,15,11/6/2020 7:00,4374,204,1368,Tape dispenser (Red),1368,7,170,11/6/2020,1,15,11/6/2020 7:00
1115,4,11/6/2020,7,2,11/26/2020,293092,1,NULL,NULL,16,11/7/2020 7:00,4375,77,1829,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1829,6,84,11/7/2020,1,16,11/7/2020 7:00
1115,4,11/6/2020,7,2,11/26/2020,293092,1,NULL,NULL,16,11/7/2020 7:00,4376,78,1863,"""The Gu"" red shirt XML tag t-shirt (White) XS",1863,6,84,11/7/2020,1,16,11/7/2020 7:00
1115,4,11/6/2020,7,2,11/26/2020,293092,1,NULL,NULL,16,11/7/2020 7:00,4377,80,789,"""The Gu"" red shirt XML tag t-shirt (White) M",789,6,84,11/7/2020,1,16,11/7/2020 7:00
1115,4,11/6/2020,7,2,11/26/2020,293092,1,NULL,NULL,16,11/7/2020 7:00,4378,86,1762,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1762,6,96,11/7/2020,1,16,11/7/2020 7:00
1115,4,11/6/2020,7,2,11/26/2020,293092,1,NULL,NULL,16,11/7/2020 7:00,4379,95,961,"""The Gu"" red shirt XML tag t-shirt (Black) XL",961,6,90,11/7/2020,1,16,11/7/2020 7:00
1115,4,11/6/2020,7,2,11/26/2020,293092,1,NULL,NULL,16,11/7/2020 7:00,4380,98,1858,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1858,6,96,11/7/2020,1,16,11/7/2020 7:00
1116,7,11/6/2020,2,2,11/26/2020,BC0280982,1,NULL,NULL,16,11/7/2020 7:00,4381,184,385,Shipping carton (Brown) 305x305x305mm,385,7,47.5,11/7/2020,1,16,11/7/2020 7:00
1116,7,11/6/2020,2,2,11/26/2020,BC0280982,1,NULL,NULL,16,11/7/2020 7:00,4382,193,1189,Black and orange glass with care despatch tape 48mmx75m,1189,7,38.4,11/7/2020,1,16,11/7/2020 7:00
1116,7,11/6/2020,2,2,11/26/2020,BC0280982,1,NULL,NULL,16,11/7/2020 7:00,4383,204,1379,Tape dispenser (Red),1379,7,170,11/7/2020,1,16,11/7/2020 7:00
1117,4,11/7/2020,7,2,11/27/2020,293092,1,NULL,NULL,9,11/10/2020 7:00,4384,77,1831,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1831,6,84,11/10/2020,1,9,11/10/2020 7:00
1117,4,11/7/2020,7,2,11/27/2020,293092,1,NULL,NULL,9,11/10/2020 7:00,4385,78,1861,"""The Gu"" red shirt XML tag t-shirt (White) XS",1861,6,84,11/10/2020,1,9,11/10/2020 7:00
1117,4,11/7/2020,7,2,11/27/2020,293092,1,NULL,NULL,9,11/10/2020 7:00,4386,80,785,"""The Gu"" red shirt XML tag t-shirt (White) M",785,6,84,11/10/2020,1,9,11/10/2020 7:00
1117,4,11/7/2020,7,2,11/27/2020,293092,1,NULL,NULL,9,11/10/2020 7:00,4387,86,1762,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1762,6,96,11/10/2020,1,9,11/10/2020 7:00
