PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1003,4,9/1/2020,7,2,9/21/2020,293092,1,NULL,NULL,13,9/2/2020 7:00,3905,77,1564,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1564,6,84,9/2/2020,1,13,9/2/2020 7:00
1003,4,9/1/2020,7,2,9/21/2020,293092,1,NULL,NULL,13,9/2/2020 7:00,3906,78,1654,"""The Gu"" red shirt XML tag t-shirt (White) XS",1654,6,84,9/2/2020,1,13,9/2/2020 7:00
1003,4,9/1/2020,7,2,9/21/2020,293092,1,NULL,NULL,13,9/2/2020 7:00,3907,80,708,"""The Gu"" red shirt XML tag t-shirt (White) M",708,6,84,9/2/2020,1,13,9/2/2020 7:00
1003,4,9/1/2020,7,2,9/21/2020,293092,1,NULL,NULL,13,9/2/2020 7:00,3908,86,1556,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1556,6,96,9/2/2020,1,13,9/2/2020 7:00
1003,4,9/1/2020,7,2,9/21/2020,293092,1,NULL,NULL,13,9/2/2020 7:00,3909,95,882,"""The Gu"" red shirt XML tag t-shirt (Black) XL",882,6,90,9/2/2020,1,13,9/2/2020 7:00
1003,4,9/1/2020,7,2,9/21/2020,293092,1,NULL,NULL,13,9/2/2020 7:00,3910,98,1670,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1670,6,96,9/2/2020,1,13,9/2/2020 7:00
1004,7,9/1/2020,2,2,9/21/2020,BC0280982,1,NULL,NULL,13,9/2/2020 7:00,3911,184,239,Shipping carton (Brown) 305x305x305mm,239,7,47.5,9/2/2020,1,13,9/2/2020 7:00
1004,7,9/1/2020,2,2,9/21/2020,BC0280982,1,NULL,NULL,13,9/2/2020 7:00,3912,193,1078,Black and orange glass with care despatch tape 48mmx75m,1078,7,38.4,9/2/2020,1,13,9/2/2020 7:00
1004,7,9/1/2020,2,2,9/21/2020,BC0280982,1,NULL,NULL,13,9/2/2020 7:00,3913,204,1203,Tape dispenser (Red),1203,7,170,9/2/2020,1,13,9/2/2020 7:00
1005,4,9/2/2020,7,2,9/22/2020,293092,1,NULL,NULL,15,9/3/2020 7:00,3914,77,1562,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1562,6,84,9/3/2020,1,15,9/3/2020 7:00
1005,4,9/2/2020,7,2,9/22/2020,293092,1,NULL,NULL,15,9/3/2020 7:00,3915,78,1656,"""The Gu"" red shirt XML tag t-shirt (White) XS",1656,6,84,9/3/2020,1,15,9/3/2020 7:00
1005,4,9/2/2020,7,2,9/22/2020,293092,1,NULL,NULL,15,9/3/2020 7:00,3916,80,704,"""The Gu"" red shirt XML tag t-shirt (White) M",704,6,84,9/3/2020,1,15,9/3/2020 7:00
1005,4,9/2/2020,7,2,9/22/2020,293092,1,NULL,NULL,15,9/3/2020 7:00,3917,86,1554,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1554,6,96,9/3/2020,1,15,9/3/2020 7:00
1005,4,9/2/2020,7,2,9/22/2020,293092,1,NULL,NULL,15,9/3/2020 7:00,3918,95,884,"""The Gu"" red shirt XML tag t-shirt (Black) XL",884,6,90,9/3/2020,1,15,9/3/2020 7:00
1005,4,9/2/2020,7,2,9/22/2020,293092,1,NULL,NULL,15,9/3/2020 7:00,3919,98,1668,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1668,6,96,9/3/2020,1,15,9/3/2020 7:00
1006,7,9/2/2020,2,2,9/22/2020,BC0280982,1,NULL,NULL,15,9/3/2020 7:00,3920,184,249,Shipping carton (Brown) 305x305x305mm,249,7,47.5,9/3/2020,1,15,9/3/2020 7:00
1006,7,9/2/2020,2,2,9/22/2020,BC0280982,1,NULL,NULL,15,9/3/2020 7:00,3921,193,1076,Black and orange glass with care despatch tape 48mmx75m,1076,7,38.4,9/3/2020,1,15,9/3/2020 7:00
1006,7,9/2/2020,2,2,9/22/2020,BC0280982,1,NULL,NULL,15,9/3/2020 7:00,3922,204,1201,Tape dispenser (Red),1201,7,170,9/3/2020,1,15,9/3/2020 7:00
1007,4,9/3/2020,7,2,9/23/2020,293092,1,NULL,NULL,9,9/4/2020 7:00,3923,77,1572,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1572,6,84,9/4/2020,1,9,9/4/2020 7:00
1007,4,9/3/2020,7,2,9/23/2020,293092,1,NULL,NULL,9,9/4/2020 7:00,3924,78,1661,"""The Gu"" red shirt XML tag t-shirt (White) XS",1661,6,84,9/4/2020,1,9,9/4/2020 7:00
1007,4,9/3/2020,7,2,9/23/2020,293092,1,NULL,NULL,9,9/4/2020 7:00,3925,80,722,"""The Gu"" red shirt XML tag t-shirt (White) M",722,6,84,9/4/2020,1,9,9/4/2020 7:00
1007,4,9/3/2020,7,2,9/23/2020,293092,1,NULL,NULL,9,9/4/2020 7:00,3926,86,1569,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1569,6,96,9/4/2020,1,9,9/4/2020 7:00
1007,4,9/3/2020,7,2,9/23/2020,293092,1,NULL,NULL,9,9/4/2020 7:00,3927,95,881,"""The Gu"" red shirt XML tag t-shirt (Black) XL",881,6,90,9/4/2020,1,9,9/4/2020 7:00
1007,4,9/3/2020,7,2,9/23/2020,293092,1,NULL,NULL,9,9/4/2020 7:00,3928,98,1673,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1673,6,96,9/4/2020,1,9,9/4/2020 7:00
1008,7,9/3/2020,2,2,9/23/2020,BC0280982,1,NULL,NULL,9,9/4/2020 7:00,3929,184,255,Shipping carton (Brown) 305x305x305mm,255,7,47.5,9/4/2020,1,9,9/4/2020 7:00
1008,7,9/3/2020,2,2,9/23/2020,BC0280982,1,NULL,NULL,9,9/4/2020 7:00,3930,193,1104,Black and orange glass with care despatch tape 48mmx75m,1104,7,38.4,9/4/2020,1,9,9/4/2020 7:00
1008,7,9/3/2020,2,2,9/23/2020,BC0280982,1,NULL,NULL,9,9/4/2020 7:00,3931,204,1212,Tape dispenser (Red),1212,7,170,9/4/2020,1,9,9/4/2020 7:00
1009,4,9/4/2020,7,2,9/24/2020,293092,1,NULL,NULL,2,9/5/2020 7:00,3932,77,1570,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1570,6,84,9/5/2020,1,2,9/5/2020 7:00
1009,4,9/4/2020,7,2,9/24/2020,293092,1,NULL,NULL,2,9/5/2020 7:00,3933,78,1659,"""The Gu"" red shirt XML tag t-shirt (White) XS",1659,6,84,9/5/2020,1,2,9/5/2020 7:00
1009,4,9/4/2020,7,2,9/24/2020,293092,1,NULL,NULL,2,9/5/2020 7:00,3934,80,725,"""The Gu"" red shirt XML tag t-shirt (White) M",725,6,84,9/5/2020,1,2,9/5/2020 7:00
1009,4,9/4/2020,7,2,9/24/2020,293092,1,NULL,NULL,2,9/5/2020 7:00,3935,86,1567,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1567,6,96,9/5/2020,1,2,9/5/2020 7:00
1009,4,9/4/2020,7,2,9/24/2020,293092,1,NULL,NULL,2,9/5/2020 7:00,3936,95,877,"""The Gu"" red shirt XML tag t-shirt (Black) XL",877,6,90,9/5/2020,1,2,9/5/2020 7:00
1009,4,9/4/2020,7,2,9/24/2020,293092,1,NULL,NULL,2,9/5/2020 7:00,3937,98,1671,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1671,6,96,9/5/2020,1,2,9/5/2020 7:00
1010,7,9/4/2020,2,2,9/24/2020,BC0280982,1,NULL,NULL,2,9/5/2020 7:00,3938,184,252,Shipping carton (Brown) 305x305x305mm,252,7,47.5,9/5/2020,1,2,9/5/2020 7:00
1010,7,9/4/2020,2,2,9/24/2020,BC0280982,1,NULL,NULL,2,9/5/2020 7:00,3939,193,1102,Black and orange glass with care despatch tape 48mmx75m,1102,7,38.4,9/5/2020,1,2,9/5/2020 7:00
1010,7,9/4/2020,2,2,9/24/2020,BC0280982,1,NULL,NULL,2,9/5/2020 7:00,3940,204,1210,Tape dispenser (Red),1210,7,170,9/5/2020,1,2,9/5/2020 7:00
1011,4,9/5/2020,7,2,9/25/2020,293092,1,NULL,NULL,11,9/8/2020 7:00,3941,77,1568,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1568,6,84,9/8/2020,1,11,9/8/2020 7:00
1011,4,9/5/2020,7,2,9/25/2020,293092,1,NULL,NULL,11,9/8/2020 7:00,3942,78,1659,"""The Gu"" red shirt XML tag t-shirt (White) XS",1659,6,84,9/8/2020,1,11,9/8/2020 7:00
1011,4,9/5/2020,7,2,9/25/2020,293092,1,NULL,NULL,11,9/8/2020 7:00,3943,80,721,"""The Gu"" red shirt XML tag t-shirt (White) M",721,6,84,9/8/2020,1,11,9/8/2020 7:00
1011,4,9/5/2020,7,2,9/25/2020,293092,1,NULL,NULL,11,9/8/2020 7:00,3944,86,1565,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1565,6,96,9/8/2020,1,11,9/8/2020 7:00
1011,4,9/5/2020,7,2,9/25/2020,293092,1,NULL,NULL,11,9/8/2020 7:00,3945,95,891,"""The Gu"" red shirt XML tag t-shirt (Black) XL",891,6,90,9/8/2020,1,11,9/8/2020 7:00
